"hospital_no","hospital_time_no","start","end","mon","tue","wed","thu","fry","sat","sun","hol","status","rgst","updt","created_id","updated_id"
"21013","1","09:00","17:30","1","1","1","1","1","0","0","0","1","2018-11-06 14:17:06","2018-12-17 15:03:35","epkdoc01","epkdoc01"
"21013","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:17:06","2018-12-17 15:03:35","epkdoc01","epkdoc01"
"21013","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:17:06","2018-12-17 15:03:35","epkdoc01","epkdoc01"
"21013","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:17:06","2018-12-17 15:03:35","epkdoc01","epkdoc01"
"21014","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:21:16","2018-11-06 14:21:16","epkdoc01","epkdoc01"
"21014","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:21:16","2018-11-06 14:21:16","epkdoc01","epkdoc01"
"21014","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:21:16","2018-11-06 14:21:16","epkdoc01","epkdoc01"
"21014","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:21:16","2018-11-06 14:21:16","epkdoc01","epkdoc01"
"21015","1","09:00","17:00","1","1","1","1","1","1","0","0","1","2018-11-06 14:24:25","2019-02-05 12:57:25","epkdoc01","epkdoc01"
"21015","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:24:25","2019-02-05 12:57:25","epkdoc01","epkdoc01"
"21015","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:24:25","2019-02-05 12:57:25","epkdoc01","epkdoc01"
"21015","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:24:25","2019-02-05 12:57:25","epkdoc01","epkdoc01"
"21016","1","08:00","11:00","1","1","1","1","1","1","0","0","1","2018-11-06 14:28:41","2019-02-04 10:09:46","epkdoc01","epkdoc01"
"21016","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:28:41","2019-02-04 10:09:46","epkdoc01","epkdoc01"
"21016","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:28:41","2019-02-04 10:09:46","epkdoc01","epkdoc01"
"21016","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:28:41","2019-02-04 10:09:46","epkdoc01","epkdoc01"
"21017","1","08:00","11:30","1","1","1","1","1","1","0","0","1","2018-11-06 14:32:22","2019-02-04 18:51:29","epkdoc01","epkdoc01"
"21017","2","14:00","16:00","1","1","1","1","1","1","0","0","1","2018-11-06 14:32:22","2019-02-04 18:51:29","epkdoc01","epkdoc01"
"21017","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:32:22","2019-02-04 18:51:29","epkdoc01","epkdoc01"
"21017","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:32:22","2019-02-04 18:51:29","epkdoc01","epkdoc01"
"21018","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:38:55","2018-11-06 14:38:55","epkdoc01","epkdoc01"
"21018","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:38:55","2018-11-06 14:38:55","epkdoc01","epkdoc01"
"21018","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:38:55","2018-11-06 14:38:55","epkdoc01","epkdoc01"
"21018","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:38:55","2018-11-06 14:38:55","epkdoc01","epkdoc01"
"21019","1","08:30","15:00","1","1","1","1","1","1","0","0","1","2018-11-06 14:46:01","2019-01-04 15:39:21","epkdoc01","epkdoc01"
"21019","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:46:01","2019-01-04 15:39:21","epkdoc01","epkdoc01"
"21019","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:46:01","2019-01-04 15:39:21","epkdoc01","epkdoc01"
"21019","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:46:01","2019-01-04 15:39:21","epkdoc01","epkdoc01"
"21020","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:55:28","2018-12-11 16:11:29","epkdoc01","epkdoc01"
"21020","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:55:28","2018-12-11 16:11:29","epkdoc01","epkdoc01"
"21020","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:55:28","2018-12-11 16:11:29","epkdoc01","epkdoc01"
"21020","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 14:55:28","2018-12-11 16:11:29","epkdoc01","epkdoc01"
"21021","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:01:20","2018-11-06 15:01:20","epkdoc01","epkdoc01"
"21021","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:01:20","2018-11-06 15:01:20","epkdoc01","epkdoc01"
"21021","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:01:20","2018-11-06 15:01:20","epkdoc01","epkdoc01"
"21021","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:01:20","2018-11-06 15:01:20","epkdoc01","epkdoc01"
"21022","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 15:03:40","2019-01-25 10:38:33","epkdoc01","epkdoc01"
"21022","2","17:00","19:00","1","1","0","1","1","0","0","0","1","2018-11-06 15:03:40","2019-01-25 10:38:33","epkdoc01","epkdoc01"
"21022","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:03:40","2019-01-25 10:38:33","epkdoc01","epkdoc01"
"21022","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:03:40","2019-01-25 10:38:33","epkdoc01","epkdoc01"
"21023","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:10:32","2018-11-06 15:10:32","epkdoc01","epkdoc01"
"21023","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:10:32","2018-11-06 15:10:32","epkdoc01","epkdoc01"
"21023","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:10:32","2018-11-06 15:10:32","epkdoc01","epkdoc01"
"21023","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:10:32","2018-11-06 15:10:32","epkdoc01","epkdoc01"
"21024","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:13:57","2018-11-06 15:13:57","epkdoc01","epkdoc01"
"21024","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:13:57","2018-11-06 15:13:57","epkdoc01","epkdoc01"
"21024","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:13:57","2018-11-06 15:13:57","epkdoc01","epkdoc01"
"21024","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:13:57","2018-11-06 15:13:57","epkdoc01","epkdoc01"
"21025","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:16:14","2018-11-06 15:16:14","epkdoc01","epkdoc01"
"21025","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:16:14","2018-11-06 15:16:14","epkdoc01","epkdoc01"
"21025","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:16:14","2018-11-06 15:16:14","epkdoc01","epkdoc01"
"21025","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:16:14","2018-11-06 15:16:14","epkdoc01","epkdoc01"
"21026","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:24:46","2018-11-06 15:24:46","epkdoc01","epkdoc01"
"21026","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:24:46","2018-11-06 15:24:46","epkdoc01","epkdoc01"
"21026","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:24:46","2018-11-06 15:24:46","epkdoc01","epkdoc01"
"21026","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:24:46","2018-11-06 15:24:46","epkdoc01","epkdoc01"
"21027","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:27:00","2018-11-06 15:27:00","epkdoc01","epkdoc01"
"21027","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:27:00","2018-11-06 15:27:00","epkdoc01","epkdoc01"
"21027","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:27:00","2018-11-06 15:27:00","epkdoc01","epkdoc01"
"21027","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:27:00","2018-11-06 15:27:00","epkdoc01","epkdoc01"
"21028","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:29:31","2018-11-06 15:29:31","epkdoc01","epkdoc01"
"21028","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:29:31","2018-11-06 15:29:31","epkdoc01","epkdoc01"
"21028","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:29:31","2018-11-06 15:29:31","epkdoc01","epkdoc01"
"21028","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:29:31","2018-11-06 15:29:31","epkdoc01","epkdoc01"
"21029","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:32:41","2018-11-06 15:32:41","epkdoc01","epkdoc01"
"21029","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:32:41","2018-11-06 15:32:41","epkdoc01","epkdoc01"
"21029","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:32:41","2018-11-06 15:32:41","epkdoc01","epkdoc01"
"21029","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:32:41","2018-11-06 15:32:41","epkdoc01","epkdoc01"
"21030","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:37:23","2018-11-06 15:37:23","epkdoc01","epkdoc01"
"21030","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:37:23","2018-11-06 15:37:23","epkdoc01","epkdoc01"
"21030","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:37:23","2018-11-06 15:37:23","epkdoc01","epkdoc01"
"21030","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:37:23","2018-11-06 15:37:23","epkdoc01","epkdoc01"
"21031","1","08:40","12:30","0","1","0","0","0","0","0","0","1","2018-11-06 15:40:02","2019-01-25 14:51:45","epkdoc01","epkdoc01"
"21031","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:40:02","2019-01-25 14:51:46","epkdoc01","epkdoc01"
"21031","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:40:02","2019-01-25 14:51:46","epkdoc01","epkdoc01"
"21031","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:40:02","2019-01-25 14:51:46","epkdoc01","epkdoc01"
"21032","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:41:57","2018-11-06 15:41:57","epkdoc01","epkdoc01"
"21032","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:41:57","2018-11-06 15:41:57","epkdoc01","epkdoc01"
"21032","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:41:57","2018-11-06 15:41:57","epkdoc01","epkdoc01"
"21032","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:41:57","2018-11-06 15:41:57","epkdoc01","epkdoc01"
"21033","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:43:51","2018-11-06 15:43:51","epkdoc01","epkdoc01"
"21033","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:43:51","2018-11-06 15:43:51","epkdoc01","epkdoc01"
"21033","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:43:51","2018-11-06 15:43:51","epkdoc01","epkdoc01"
"21033","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:43:51","2018-11-06 15:43:51","epkdoc01","epkdoc01"
"21034","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:45:19","2018-11-06 15:45:19","epkdoc01","epkdoc01"
"21034","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:45:19","2018-11-06 15:45:19","epkdoc01","epkdoc01"
"21034","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:45:19","2018-11-06 15:45:19","epkdoc01","epkdoc01"
"21034","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:45:19","2018-11-06 15:45:19","epkdoc01","epkdoc01"
"21035","1","08:00","11:30","1","1","1","1","1","1","0","0","1","2018-11-06 15:54:23","2019-02-04 10:54:32","epkdoc01","epkdoc01"
"21035","2","13:30","16:30","1","1","0","1","1","1","0","0","1","2018-11-06 15:54:23","2019-02-04 10:54:32","epkdoc01","epkdoc01"
"21035","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:54:23","2019-02-04 10:54:32","epkdoc01","epkdoc01"
"21035","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:54:23","2019-02-04 10:54:32","epkdoc01","epkdoc01"
"21036","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:58:16","2019-02-05 10:59:11","epkdoc01","epkdoc01"
"21036","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:58:16","2019-02-05 10:59:11","epkdoc01","epkdoc01"
"21036","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:58:16","2019-02-05 10:59:11","epkdoc01","epkdoc01"
"21036","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 15:58:16","2019-02-05 10:59:12","epkdoc01","epkdoc01"
"21037","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:01:16","2018-11-06 16:01:16","epkdoc01","epkdoc01"
"21037","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:01:16","2018-11-06 16:01:16","epkdoc01","epkdoc01"
"21037","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:01:16","2018-11-06 16:01:16","epkdoc01","epkdoc01"
"21037","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:01:16","2018-11-06 16:01:16","epkdoc01","epkdoc01"
"21038","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:04:14","2018-11-06 16:04:14","epkdoc01","epkdoc01"
"21038","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:04:14","2018-11-06 16:04:14","epkdoc01","epkdoc01"
"21038","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:04:14","2018-11-06 16:04:14","epkdoc01","epkdoc01"
"21038","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:04:14","2018-11-06 16:04:14","epkdoc01","epkdoc01"
"21039","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:06:47","2018-11-06 16:06:47","epkdoc01","epkdoc01"
"21039","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:06:47","2018-11-06 16:06:47","epkdoc01","epkdoc01"
"21039","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:06:47","2018-11-06 16:06:47","epkdoc01","epkdoc01"
"21039","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:06:47","2018-11-06 16:06:47","epkdoc01","epkdoc01"
"21040","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:11:14","2018-11-06 16:11:14","epkdoc01","epkdoc01"
"21040","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:11:14","2018-11-06 16:11:14","epkdoc01","epkdoc01"
"21040","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:11:14","2018-11-06 16:11:14","epkdoc01","epkdoc01"
"21040","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:11:14","2018-11-06 16:11:14","epkdoc01","epkdoc01"
"21041","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:15:16","2018-11-06 16:15:16","epkdoc01","epkdoc01"
"21041","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:15:16","2018-11-06 16:15:16","epkdoc01","epkdoc01"
"21041","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:15:16","2018-11-06 16:15:16","epkdoc01","epkdoc01"
"21041","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:15:16","2018-11-06 16:15:16","epkdoc01","epkdoc01"
"21042","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:17:22","2018-11-06 16:17:22","epkdoc01","epkdoc01"
"21042","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:17:22","2018-11-06 16:17:22","epkdoc01","epkdoc01"
"21042","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:17:22","2018-11-06 16:17:22","epkdoc01","epkdoc01"
"21042","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:17:22","2018-11-06 16:17:22","epkdoc01","epkdoc01"
"21043","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:19:54","2018-11-06 16:19:54","epkdoc01","epkdoc01"
"21043","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:19:54","2018-11-06 16:19:54","epkdoc01","epkdoc01"
"21043","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:19:54","2018-11-06 16:19:54","epkdoc01","epkdoc01"
"21043","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:19:54","2018-11-06 16:19:54","epkdoc01","epkdoc01"
"21044","1","08:30","11:00","1","1","1","1","1","1","0","0","1","2018-11-06 16:22:56","2019-02-01 10:24:43","epkdoc01","epkdoc01"
"21044","2","14:00","15:00","1","0","0","1","0","0","0","0","1","2018-11-06 16:22:56","2019-02-01 10:24:43","epkdoc01","epkdoc01"
"21044","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:22:56","2019-02-01 10:24:43","epkdoc01","epkdoc01"
"21044","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:22:56","2019-02-01 10:24:43","epkdoc01","epkdoc01"
"21045","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:26:30","2018-11-06 16:26:30","epkdoc01","epkdoc01"
"21045","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:26:30","2018-11-06 16:26:30","epkdoc01","epkdoc01"
"21045","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:26:30","2018-11-06 16:26:30","epkdoc01","epkdoc01"
"21045","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:26:30","2018-11-06 16:26:30","epkdoc01","epkdoc01"
"21046","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:31:04","2018-11-06 16:31:04","epkdoc01","epkdoc01"
"21046","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:31:04","2018-11-06 16:31:04","epkdoc01","epkdoc01"
"21046","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:31:04","2018-11-06 16:31:04","epkdoc01","epkdoc01"
"21046","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:31:04","2018-11-06 16:31:04","epkdoc01","epkdoc01"
"21047","1","09:00","16:00","1","1","1","1","1","0","0","0","1","2018-11-06 16:35:45","2019-01-10 17:03:04","epkdoc01","epkdoc01"
"21047","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:35:45","2019-01-10 17:03:04","epkdoc01","epkdoc01"
"21047","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:35:45","2019-01-10 17:03:04","epkdoc01","epkdoc01"
"21047","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:35:45","2019-01-10 17:03:04","epkdoc01","epkdoc01"
"21048","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:38:43","2018-11-06 16:38:43","epkdoc01","epkdoc01"
"21048","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:38:43","2018-11-06 16:38:43","epkdoc01","epkdoc01"
"21048","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:38:43","2018-11-06 16:38:43","epkdoc01","epkdoc01"
"21048","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:38:43","2018-11-06 16:38:43","epkdoc01","epkdoc01"
"21049","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:40:58","2018-11-06 16:40:58","epkdoc01","epkdoc01"
"21049","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:40:59","2018-11-06 16:40:59","epkdoc01","epkdoc01"
"21049","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:40:59","2018-11-06 16:40:59","epkdoc01","epkdoc01"
"21049","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:40:59","2018-11-06 16:40:59","epkdoc01","epkdoc01"
"21050","1","10:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 16:44:00","2019-01-16 13:12:06","epkdoc01","epkdoc01"
"21050","2","13:00","18:00","1","1","1","1","1","1","0","0","1","2018-11-06 16:44:00","2019-01-16 13:12:06","epkdoc01","epkdoc01"
"21050","3","18:00","20:00","0","1","0","1","0","0","0","0","1","2018-11-06 16:44:00","2019-01-16 13:12:06","epkdoc01","epkdoc01"
"21050","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:44:00","2019-01-16 13:12:06","epkdoc01","epkdoc01"
"21051","1","08:30","17:00","1","1","1","1","1","1","0","0","1","2018-11-06 16:47:06","2019-01-07 01:49:01","epkdoc01","epkdoc01"
"21051","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:47:06","2019-01-07 01:49:01","epkdoc01","epkdoc01"
"21051","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:47:06","2019-01-07 01:49:01","epkdoc01","epkdoc01"
"21051","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:47:06","2019-01-07 01:49:01","epkdoc01","epkdoc01"
"21052","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 16:52:13","2018-11-08 15:39:40","epkdoc01","epkdoc01"
"21052","2","14:00","18:00","1","1","1","1","1","0","0","0","1","2018-11-06 16:52:13","2018-11-08 15:39:40","epkdoc01","epkdoc01"
"21052","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:52:13","2018-11-08 15:39:40","epkdoc01","epkdoc01"
"21052","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 16:52:13","2018-11-08 15:39:40","epkdoc01","epkdoc01"
"21053","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:00:15","2018-11-06 17:00:15","epkdoc01","epkdoc01"
"21053","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:00:15","2018-11-06 17:00:15","epkdoc01","epkdoc01"
"21053","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:00:15","2018-11-06 17:00:15","epkdoc01","epkdoc01"
"21053","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:00:15","2018-11-06 17:00:15","epkdoc01","epkdoc01"
"21054","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 17:02:22","2019-01-30 16:23:54","epkdoc01","epkdoc01"
"21054","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:02:22","2019-01-30 16:23:54","epkdoc01","epkdoc01"
"21054","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:02:22","2019-01-30 16:23:54","epkdoc01","epkdoc01"
"21054","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:02:22","2019-01-30 16:23:54","epkdoc01","epkdoc01"
"21055","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:03:53","2018-11-06 17:03:53","epkdoc01","epkdoc01"
"21055","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:03:53","2018-11-06 17:03:53","epkdoc01","epkdoc01"
"21055","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:03:53","2018-11-06 17:03:53","epkdoc01","epkdoc01"
"21055","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:03:53","2018-11-06 17:03:53","epkdoc01","epkdoc01"
"21056","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:10:08","2018-11-06 17:10:08","epkdoc01","epkdoc01"
"21056","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:10:08","2018-11-06 17:10:08","epkdoc01","epkdoc01"
"21056","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:10:08","2018-11-06 17:10:08","epkdoc01","epkdoc01"
"21056","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:10:08","2018-11-06 17:10:08","epkdoc01","epkdoc01"
"21057","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 17:15:55","2019-01-09 17:41:04","epkdoc01","epkdoc01"
"21057","2","14:00","18:00","1","1","1","1","1","1","0","0","1","2018-11-06 17:15:55","2019-01-09 17:41:04","epkdoc01","epkdoc01"
"21057","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:15:55","2019-01-09 17:41:04","epkdoc01","epkdoc01"
"21057","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 17:15:55","2019-01-09 17:41:04","epkdoc01","epkdoc01"
"21058","1",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:01:08","2018-11-06 18:01:08","epkdoc01","epkdoc01"
"21058","2",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:01:08","2018-11-06 18:01:08","epkdoc01","epkdoc01"
"21058","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:01:08","2018-11-06 18:01:08","epkdoc01","epkdoc01"
"21058","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:01:08","2018-11-06 18:01:08","epkdoc01","epkdoc01"
"21059","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-11-06 18:11:34","2019-01-24 11:42:56","epkdoc01","epkdoc01"
"21059","2","13:30","17:00","0","0","0","0","0","1","0","0","1","2018-11-06 18:11:34","2019-01-24 11:42:56","epkdoc01","epkdoc01"
"21059","3","17:00","19:00","1","1","1","1","1","0","0","0","1","2018-11-06 18:11:34","2019-01-24 11:42:56","epkdoc01","epkdoc01"
"21059","4","10:00","13:00","0","0","0","0","0","0","1","0","1","2018-11-06 18:11:34","2019-01-24 11:42:57","epkdoc01","epkdoc01"
"21060","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2018-11-06 18:13:09","2019-01-23 17:11:05","epkdoc01","epkdoc01"
"21060","2","14:00","18:00","1","1","1","1","1","1","0","0","1","2018-11-06 18:13:09","2019-01-23 17:11:05","epkdoc01","epkdoc01"
"21060","3",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:13:09","2019-01-23 17:11:05","epkdoc01","epkdoc01"
"21060","4",,,"0","0","0","0","0","0","0","0","1","2018-11-06 18:13:09","2019-01-23 17:11:05","epkdoc01","epkdoc01"
"21061","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2018-11-07 09:22:08","2019-01-30 15:12:35","epkdoc01","epkdoc01"
"21061","2","16:00","19:00","1","1","1","1","1","0","0","0","1","2018-11-07 09:22:08","2019-01-30 15:12:35","epkdoc01","epkdoc01"
"21061","3",,,"0","0","0","0","0","0","0","0","1","2018-11-07 09:22:08","2019-01-30 15:12:35","epkdoc01","epkdoc01"
"21061","4",,,"0","0","0","0","0","0","0","0","1","2018-11-07 09:22:08","2019-01-30 15:12:35","epkdoc01","epkdoc01"
"21062","1","08:30","12:30","1","1","1","1","1","0","0","0","1","2018-11-07 09:24:12","2019-01-23 15:28:24","epkdoc01","epkdoc01"
"21062","2","08:30","13:30","0","0","0","0","0","1","0","0","1","2018-11-07 09:24:12","2019-01-23 15:28:24","epkdoc01","epkdoc01"
"21062","3","16:00","19:00","1","1","1","1","1","0","0","0","1","2018-11-07 09:24:12","2019-01-23 15:28:24","epkdoc01","epkdoc01"
"21062","4",,,"0","0","0","0","0","0","0","0","1","2018-11-07 09:24:12","2019-01-23 15:28:24","epkdoc01","epkdoc01"
"21063","1","10:00","13:30","1","1","1","1","1","1","0","0","1","2018-11-07 09:26:24","2019-01-23 12:03:02","epkdoc01","epkdoc01"
"21063","2","14:30","18:00","1","1","1","1","1","1","0","0","1","2018-11-07 09:26:24","2019-01-23 12:03:02","epkdoc01","epkdoc01"
