"hospital_no","course_no","code","name","web_reception","calender","flg_category","course_sales_copy","course_point","course_notice","course_cancel","flg_price","price","flg_price_memo","price_memo","price_2","price_3","tax_class","display_setting","status","pv","pvad","order","rgst","updt","created_id","updated_id","pre_account_price","flg_local_payment","flg_pre_account","auto_calc_application"
"20073","20292","C20292H20073","法定健診（便潜血無し）","1","1","0",,"◆短時間でカラダの簡易チェックを行うプランです
◆基本的な測定や血液検査、X線検査、心電図検査など、法定健診に基づいた内容の健康診断です。
◆1時間半程度で終了するのでお忙しい方にもお勧めです。
◆法定健診に基づいているため、会社や学校などに提出したい方にもご利用いただけます。
＊当院では胃内視鏡・大腸内視鏡検査を行っておりますので、気軽にご相談下さい。","◆妊娠中の方は検査を受診できない場合がございます。
◆空腹時採血になりますので直近の食事から最低4時間あけて来院して下さい。
◆来院直ぐに採尿検査がありますので来院前の1時間程度は排尿を控えて下さい。
◆乳製品・砂糖が入ってる飲み物・食べ物は控えて下さい。
◆アルコール類も控えて下さい。
◆健診当日の薬の服用については、主治医にご相談下さい。
◆健診当日の通常診察は避けて頂いております。
◆受診希望日から1週間を切っての健診希望は、お電話にてご連絡下さい。
◆お支払いは現金のみになります。",,"1","14580","0",,"0","0","0","0","1","0","0","4","2018-09-21 12:36:45","2019-09-26 11:24:26","A2062","A3212","14580","1","0","1"
"20073","20293","C20293H20073","【2019年10月1日から】法定健診","2","1","0",,"◆短時間でカラダの簡易チェックを行うプランです
◆基本的な測定や血液検査、X線検査、心電図検査など、法定健診に基づいた内容の健康診断です。
◆1時間半程度で終了するのでお忙しい方にもお勧めです。
◆法定健診に基づいているため、会社や学校などに提出したい方にもご利用いただけます。
＊当院では胃カメラ・大腸カメラ検査を行っておりますので、お気軽にご相談下さい。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆妊娠中の方は検査を受診できない場合がございます。
◆空腹時採血になりますので直近の食事から最低4時間あけて来院して下さい。
◆来院直ぐに採尿検査がありますので来院前の1時間程度は排尿を控えて下さい。
◆乳製品・砂糖が入ってる飲み物・食べ物は控えて下さい。
◆アルコール類も控えて下さい。
◆健診当日の薬の服用については、主治医にご相談下さい。
◆健診当日の通常診察は避けて頂いております。
◆受診希望日から1週間を切っての健診希望は、お電話にてご連絡下さい。
◆お支払いは現金のみになります。",,"1","15300","0",,"0","0","0","0","1","0","0","1","2019-09-03 12:51:48","2019-09-26 11:24:26","A3220","A3212","15300","1","0","1"
"20074","20290","DC20290","胃カメラコース","1","1","0",,"◆事前に必ず空き状況を電話で確認下さい。（希望により鎮痛剤も使用可能）

※病理検査を追加した場合は一臓器につき11,700円の別途料金がかかります。",,,"1","17280","0",,"0","0","0","0","1","0","0","3","2017-08-01 00:00:00","2018-02-06 09:05:07","system","A2062",,"1","0","1"
"20074","20291","DC20291","大腸カメラコース","1","1","0",,"◆事前に必ず空き状況を電話で確認下さい。（希望により鎮静剤も使用可能）

※検査説明のため事前に一度受診（料金不要）
※病理検査を追加した場合は一臓器につき11,700円の別途料金がかかります。",,,"1","28080","0",,"0","0","0","0","1","0","0","4","2017-08-01 00:00:00","2018-02-06 09:05:15","system","A2062",,"1","0","1"
"20074","20292","DC20292","全身基本コース","1","1","0",,"◆検査内容
・基本検査：身長、体重、BMI、血圧測定
・血液検査
・尿検査
・画像診断：胸部単純X線写真
・心電図
・視力検査

※事前に必ず空き状況を電話で確認ください。",,,"1","10800","0",,"0","0","0","0","1","0","0","1","2017-08-01 00:00:00","2018-02-06 09:04:50","system","A2062",,"1","0","1"
"20074","20293","DC20293","全身精密コース","1","1","0",,"◆検査内容
・基本検査：身長、体重、BMI、血圧測定
・血液検査
・尿検査
・画像診断：胸部単純X線写真、腹部CT
・心電図
・便潜血反応
・視力検査

※事前に必ず空き状況を電話で確認ください。",,,"1","27000","0",,"0","0","0","0","1","0","0","2","2017-08-01 00:00:00","2018-02-06 09:04:58","system","A2062",,"1","0","1"
"20074","20294","C20294H20074","健保コース","1","0","0",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","5","2017-10-23 16:02:03","2017-10-23 16:02:03","A2064","A2064",,"1","0","1"
"20075","20294","DC20294","【2019年9月30日まで】抗加齢ドックアドバンスコース","1","8","0",,"※2019年9月30日までご受診いただけるコースです。

◆現在の老化度を知るとともに、今後の進行や疾病の発生を予見するための項目が数多く含まれています。
◆検査には看護師が付き添い、説明を加えながら皆様をご案内させて頂きます。 
◆検査後は、医師はもちろん、運動・食事・サプリメントの各専門家が「抗加齢ライフ」へのアドバイスを行います。
◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","137808","0",,"0","0","0","0","1","0","0","7","2017-08-01 00:00:00","2019-09-18 14:41:42","system","A3212","137808","1","0","1"
"20075","20295","DC20295","【2019年9月30日まで】人間ドック","1","7","0",,"※2019年9月30日までご受診いただけるコースです。

◆検査結果は、受診日から2～3週間後に郵送にて通知させていただきます。
◆異常が見つかった場合には、迅速に詳しくお調べできる診療科での精密検査や治療のご予約をお取りいたします。
◆当院の人間ドックをご受診の方で、ご希望の方は保健師から食事や運動のアドバイスが受けられます。生活習慣の改善にお役立てください。（予約制・無料）","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆コンタクトレンズをご使用の方はコンタクトケースをご持参ください。お持ちでない場合、当院にて購入し検査を受けていただきます。（1ケース100円）
◆妊娠中・妊娠の可能性がある方・付き添いの必要な方はご遠慮願います。
◆透析中やペースメーカー装着の方は実施できない検査がありますので、予約時に申し出てください。
◆お車での来院はお控えください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆食事について
当院では検査後のサービスとして特別な昼食を用意しております。管理栄養士が、抗酸化効果のある食材を数多く使用し、栄養価のバランスの取れた食事となっております。日頃の食生活にお役立てください。
※大腸内視鏡検査を実施される方は食事の提供はございません。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日、第1.3.5土曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日",,"1","40932","0",,"0","0","0","0","1","0","0","6","2017-08-01 00:00:00","2019-09-18 14:41:42","system","A3212","40932","1","0","1"
"20075","20296","DC20296","【2019年9月30日まで】抗加齢ドックベーシックコース","1","9","0",,"※2019年9月30日までご受診いただけるコースです。

◆検査後のアドバイスはアドバンスコースと同等ながら、生活習慣病と現在の老化度を知るためのエッセンスが網羅されています。 
◆当院の通常ドックと併せて受診頂くことで、更にお得な価格設定とさせて頂いており、「健康長寿」実現のためのほとんどの項目が把握可能となります。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆妊娠中・妊娠の可能性がある方・付き添いが必要な方はご遠慮お願いします。
◆お車での来院はお控えください。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","96120","0",,"0","0","0","0","1","0","0","8","2017-08-01 00:00:00","2019-09-18 14:41:42","system","A3212","96120","1","0","1"
"20075","20297","DC20297","【2019年9月30日まで】抗加齢ドックコンパクトコース※人間ドック併用","1","9","0",,"※2019年9月30日までご受診いただけるコースです。

◆通常ドック受診者さまへの「抗加齢オプション」としてご用意いたしました。
◆お手ごろ価格ながら、血管と血流に強い抗加齢ドックのエッセンスが凝集されています。
◆医師面談（20分）、各専門家からのアドバイスをご提供いたします。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆妊娠中・妊娠の可能性がある方・付き添いが必要な方はご遠慮お願いします。
◆お車での来院はお控えください。
◆透析中・心臓ペースメーカー装着の方は出来ない検査がございますので予約時にお申し出ください。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","76572","0",,"0","0","0","0","1","0","0","9","2017-08-01 00:00:00","2019-09-18 14:41:42","system","A3212","76572","1","0","1"
"20075","20298","C20298H20075","健保コース","1","6","1",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","5","2017-09-07 20:09:25","2019-09-18 14:41:42","A2062","A3212",,"1","0","1"
"20075","20299","C20299H20075","人間ドック※増税後価格","0","10","0",,"◆検査結果は、受診日から2～3週間後に郵送にて通知させていただきます。
◆異常が見つかった場合には、迅速に詳しくお調べできる診療科での精密検査や治療のご予約をお取りいたします。
◆当院の人間ドックをご受診の方で、ご希望の方は保健師から食事や運動のアドバイスが受けられます。生活習慣の改善にお役立てください。（予約制・無料）","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆コンタクトレンズをご使用の方はコンタクトケースをご持参ください。お持ちでない場合、当院にて購入し検査を受けていただきます。（1ケース100円）
◆妊娠中・妊娠の可能性がある方・付き添いの必要な方はご遠慮願います。
◆透析中やペースメーカー装着の方は実施できない検査がありますので、予約時に申し出てください。
◆お車での来院はお控えください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆食事について
当院では検査後のサービスとして特別な昼食を用意しております。管理栄養士が、抗酸化効果のある食材を数多く使用し、栄養価のバランスの取れた食事となっております。日頃の食生活にお役立てください。
※大腸内視鏡検査を実施される方は食事の提供はございません。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日、第1.3.5土曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日",,"1","41690","0",,"0","0","0","0","1","0","0","1","2019-08-22 10:06:00","2019-09-18 14:42:27","A3220","A3212","41690","1","0","1"
"20075","20300","C20300H20075","抗加齢ドックアドバンスコース※増税後価格","0","11","0",,"◆現在の老化度を知るとともに、今後の進行や疾病の発生を予見するための項目が数多く含まれています。
◆検査には看護師が付き添い、説明を加えながら皆様をご案内させて頂きます。 
◆検査後は、医師はもちろん、運動・食事・サプリメントの各専門家が「抗加齢ライフ」へのアドバイスを行います。
◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","140360","0",,"0","0","0","0","1","0","0","2","2019-08-22 10:09:43","2019-09-18 14:43:21","A3220","A3212","140360","1","0","1"
"20075","20301","C20301H20075","抗加齢ドックベーシックコース※増税後価格","0","12","0",,"◆検査後のアドバイスはアドバンスコースと同等ながら、生活習慣病と現在の老化度を知るためのエッセンスが網羅されています。 
◆当院の通常ドックと併せて受診頂くことで、更にお得な価格設定とさせて頂いており、「健康長寿」実現のためのほとんどの項目が把握可能となります。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆妊娠中・妊娠の可能性がある方・付き添いが必要な方はご遠慮お願いします。
◆お車での来院はお控えください。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","97900","0",,"0","0","0","0","1","0","0","3","2019-08-22 10:13:06","2019-09-18 14:43:57","A3220","A3212","97900","1","0","1"
"20075","20302","C20302H20075","抗加齢ドックコンパクトコース＜人間ドック併用＞※増税後価格","0","12","0",,"◆通常ドック受診者さまへの「抗加齢オプション」としてご用意いたしました。
◆お手ごろ価格ながら、血管と血流に強い抗加齢ドックのエッセンスが凝集されています。
◆医師面談（20分）、各専門家からのアドバイスをご提供いたします。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆妊娠中・妊娠の可能性がある方・付き添いが必要な方はご遠慮お願いします。
◆お車での来院はお控えください。
◆透析中・心臓ペースメーカー装着の方は出来ない検査がございますので予約時にお申し出ください。

◆受診日は男性、女性、男女兼用の日で異なりますのでご注意ください。
・男性：火曜日、第2.4水曜日、第2.4木曜日
・女性：月曜日、第1.3.5水曜日
・男女兼用：第1.3.5木曜日、金曜日

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）",,"1","77990","0",,"0","0","0","0","1","0","0","4","2019-08-22 10:15:48","2019-09-25 11:25:58","A3220","A3221","77990","1","0","1"
"20076","20298","DC20298","【女性技師対応】マンモグラフィ検査＋乳房超音波検査※増税後価格","0","1","0",,"◆女性技師が対応いたします。医師の触診・診察は実施しておりません。
◆マンモグラフィ検査（デジタル撮影）と乳房超音波検査を組み合わせた検査を実施しています。
◆マンモグラフィ検査に限り、妊娠の可能性のある方は検査を行う事が出来ませんのでご了承ください。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆下記に該当する方は検査を受診できない場合がございます。
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方",,"1","7850","0",,"0","0","0","0","1","0","0","1","2017-08-01 00:00:00","2019-09-25 18:11:33","system","A3212","7850","1","0","1"
"20076","20674","DC20674","人間ドックAコース（胃Ｘ線）","1","3","0",,"半日で行う人間ドックの基本コース。",,,"1","43200","0",,"0","0","0","0","1","0","0","5","2017-08-01 00:00:00","2019-09-25 18:11:33","system","A3212","43200","1","0","1"
"20076","20675","DC20675","【より詳細に検査】人間ドックBコース","1","0","0",,"Aコースの内容に、腫瘍マーカー測定、極細経鼻胃カメラ、心エコー、血管年齢測定、骨密度測定を加えたコースです。

【検査項目】
①診察
既往歴、自覚症状、他覚症状、血圧測定

②身体計測
身長、体重、肥満度、腹囲、視力、聴力（オージオ）

③尿検査
たんぱく、糖、潜血、ウロビリノーゲン、沈渣

④血液学検査
WBC（白血球数）、RBC（赤血球数）、Hb（ヘモグロビン）、Ht（ヘマトクリット）、Plt（血小板）

⑤肝機能検査
AST（GOT）、ALT（GPT）、γ-GTP、TP（総タンパク）、A/G比、ALB（アルブミン）、ZTT（硫酸亜鉛混濁試験）、LDH（血清乳酸脱水素酵素）、T-Bil（総ビリルビン）、ALP（アルカリフォスターゼ）

⑥脂質検査
T-Cho（総コレステロール）、TG（中性脂肪）、HDLコレステロール、LDLコレステロール

⑦糖代謝検査
空腹時血糖（グルコース）、HbA1c

⑧腎機能検査
CRE（クレアチニン）、BUN（尿素窒素）、Fe（鉄）※女性のみ

⑨尿酸代謝
UA（尿酸）

⑩その他の検査
S-AMY（血清アミラーゼ）、CRP（C反応性蛋白）、RF（リウマチ因子）、白血球像

⑪血清学検査
B型肝炎（HBs抗原）、C型肝炎（HCV抗体）、梅毒（ワ氏2法）

⑫腫瘍マーカー
男性：CEA,CA19-9,PSA
女性：CEA,CA19-9,CA125

⑬胸部
胸部X線（直接撮影）、肺機能検査（スパイロメーター）、喀痰細胞診

⑭心臓
12誘導心電図検査、心臓超音波検査

⑮血管
血管年齢測定（PWV・ABI）

⑯胃
内視鏡検査（極細経鼻式）胃カメラ

⑰肝・胆・膵・腎
上腹部超音波検査

⑱大腸
便潜血検査（2日法）

⑲眼
眼底検査、眼圧検査

⑳骨
骨密度検査",,"0","1","66400","0",,"0","0","0","0","X","0","0","0","2017-08-01 00:00:00","2017-10-31 18:17:05","system",,,"1","0","1"
"20076","20676","C20676H20076","健保コース","1","2","1",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","4","2017-09-10 17:49:28","2019-09-25 18:11:33","A2062","A3212",,"1","0","1"
"20076","20677","C20677H20076","人間ドックBコース（胃カメラ）","1","3","0",,"人間ドックAコースに腫瘍マーカー測定、極細経鼻胃カメラ、心エコー、血管年齢測定を加えたコースです。",,,"1","66000","0",,"0","0","0","0","1","0","0","6","2017-10-31 18:22:14","2019-09-25 18:11:33","A2064","A3212","66000","1","0","1"
"20076","20678","C20678H20076","スタンダード人間ドック※増税後価格","2","3","0",,"◆全身の健康状態をチェックし、生活習慣病や、がん・心臓病・脳卒中などのリスクを調べる検査コースです。
◆胃・食道・十二指腸に対する検査項目は、胃部X線検査です。
※プラス6,600円で胃カメラに変更可能です。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）

◆医療機関より事前に郵送物が届きますので、必ずそちらをご確認ください。

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査／胃部X線検査（胃バリウム）
・妊娠中、妊娠の可能性がある方",,"1","44000","0",,"0","0","0","0","1","0","0","2","2019-05-10 11:56:31","2019-09-26 14:47:39","A2636","A3221","44000","1","0","1"
"20076","20679","C20679H20076","【女性技師対応】人間ドック＋マンモグラフィ検査＋乳房超音波検査※増税後価格","2","3","0",,"◆全身の健康チェックとともに乳がん検診を実施する検査コースです。
◆乳がん検診として、乳房X線検査（マンモグラフィ）と乳腺超音波（エコー）検査を実施します。
◆胃・食道・十二指腸に対する検査項目は、胃部X線検査です。
※プラス6,600円で胃カメラに変更可能です。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）

◆医療機関より事前に郵送物が届きますので、必ずそちらをご確認ください。

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査／胃部X線検査（胃バリウム）
・妊娠中、妊娠の可能性がある方
◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方",,"1","51850","0",,"0","0","0","0","1","0","0","3","2019-05-10 12:09:04","2019-09-25 18:14:16","A2636","A3212","51850","1","0","1"
"20077","20299","DC20299","【2019年9月30日まで】人間ドック（半日）","1","3","0",,"◆肺、胃、直腸、肝臓や腎臓、膵臓の異常を検査する人間ドックです。
◆検査時間は約1時間半となります。
◆検査の結果、二次検査が必要な場合は必要に応じて大学病院、公立病院、その他機能の病院でのご紹介します。
◆検査は月・火・木・金の午前中のみとなります。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査／胃部X線検査（胃バリウム）
・妊娠中、妊娠の可能性がある方",,"1","32400","0",,"0","0","0","0","1","0","0","8","2017-08-01 00:00:00","2019-09-26 11:36:45","system","A3219","32400","1","0","1"
"20077","20300","DC20300","【2019年9月30日まで】生活習慣病健診（胃部X線検査）","1","4","0",,"◆肺・胃、心臓や腎臓、膵臓の異常を検査します。
◆検査時間は約1時間となります。
◆検査の結果、二次検査が必要な場合は必要に応じて大学病院、公立病院、その他機能の病院でのご紹介します。
◆35歳以上の方におすすめいたします。
◆検査は月・火・木・金の午前中のみとなります。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

◆お食事について
受診前日は、特に指示がない限りは午後9時までに食事を済ませ、それ以降の飲食の摂取を控えてください。のどが渇く場合は、水を飲んでいただいても差し支えありません。（アルコールの摂取・喫煙もお控えください）
受診当日は、朝食、アメ、ガムなどは口にしないで下さい。起床後のどが渇く場合は、来院2時間前でしたらコップ1杯（200ml）程度の水を飲んでいただいても差し支えありません。（お茶、コーヒー、ジュースなど水以外のものはお飲みにならないでください。）

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査／胃部X線検査（胃バリウム）
・妊娠中、妊娠の可能性がある方",,"1","21600","0",,"0","0","0","0","1","0","0","9","2017-08-01 00:00:00","2019-09-26 11:36:51","system","A3219","21600","1","0","1"
"20077","20301","DC20301","【2019年9月30日まで】基本健診A【35歳未満と36～39歳】","1","1","0",,"◆基本的なカラダのチェックを行いたい方、短時間で検査を終えたい方におすすめのコースです。
◆検査に関しましては、平日は午後・夜間、土曜日は午前のみになります。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。

◆お薬について
現在服用しているお薬があればご持参ください。（お薬手帳、薬剤情報提供書など）

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査
・妊娠中、妊娠の可能性がある方",,"1","4860","0",,"0","0","0","0","1","0","0","10","2017-08-01 00:00:00","2019-09-26 11:36:56","system","A3219","4860","1","0","1"
